0,1,2,3,4,5,7,8,6,9,10,11,12,15,13,14,17,16,18,20,21,19,27,23,24,29,22,25,26,31,28,30,32,37,33,36,35,34,41,38,42,39,40,43,54,44,52,48,50,45,61,64,53,63,49,55,59,47,51,62,46,56,76,57,58,80,60,67,65,73,70,82,77,66,71,69,88,68,75,78,96,85,83,84,74,72,81,87,97,86,91,93,79,94,89,92,90,98,99,95
0,1,2,3,4,5,6,7,10,9,8,11,12,13,14,15,33,32,24,21,20,19,16,18,17,22,31,29,30,28,25,23,45,46,44,35,27,34,26,36,50,49,47,42,43,41,38,37,39,51,52,40,48,53,56,59,55,54,60,57,61,62,64,68,58,67,66,65,63,75,74,76,70,81,87,72,73,71,69,86,80,78,77,84,85,83,91,95,99,90,89,97,79,96,88,82,93,92,94,98
0,1,7,2,8,9,4,3,6,5,14,10,15,11,12,13,21,23,22,16,18,17,24,19,20,25,26,27,28,29,31,32,50,46,45,38,39,30,37,51,53,44,40,41,36,35,34,42,43,47,48,33,68,52,62,58,57,64,65,71,73,54,49,63,56,72,70,60,74,76,59,96,61,80,66,67,55,82,79,78,83,69,90,95,75,77,89,85,88,87,92,93,97,84,81,99,86,94,91,98
0,5,6,14,10,12,4,8,94,3,19,18,23,2,13,1,39,25,7,17,16,11,72,50,21,15,35,84,37,44,90,24,9,54,41,22,64,76,81,36,53,71,30,33,79,58,26,29,42,99,63,66,92,96,95,97,67,38,65,61,62,34,93,59,27,46,87,32,28,43,20,48,78,52,70,80,51,31,57,74,45,49,88,68,56,82,85,75,60,40,69,55,89,86,47,91,83,98,73,77
0,1,3,2,19,38,5,8,16,4,6,7,11,51,9,27,10,26,37,36,17,31,23,34,14,18,28,12,21,43,25,44,54,13,24,79,78,15,49,60,32,39,53,80,22,84,35,20,46,88,41,40,45,64,52,29,55,47,42,30,77,68,50,33,89,73,98,63,97,61,85,86,57,58,82,93,76,62,83,91,96,95,48,99,65,90,67,71,56,69,81,72,59,74,75,70,92,87,94,66
0,1,2,5,6,4,3,9,8,7,15,18,13,11,10,12,17,16,14,23,45,31,34,59,49,19,35,25,74,26,22,41,29,20,21,42,24,36,30,52,70,89,40,56,51,81,55,80,33,66,39,61,28,27,76,65,37,75,48,84,53,57,47,44,43,68,67,58,50,78,32,38,60,71,69,63,90,91,86,62,46,95,54,77,72,96,64,73,99,83,92,79,93,94,85,97,88,82,87,98
0,1,3,5,2,26,17,4,14,23,19,16,22,75,6,83,34,35,12,72,13,20,21,27,9,7,11,10,8,33,15,29,18,36,70,79,81,32,40,61,30,31,38,65,25,28,44,63,59,67,49,91,54,87,98,24,53,37,94,69,86,41,47,39,64,45,42,50,46,78,71,48,93,96,62,90,89,55,43,85,60,80,82,68,56,92,84,58,97,57,73,76,74,51,77,66,99,95,52,88
1,2,8,0,22,4,5,6,7,10,9,12,14,27,3,15,16,11,20,19,23,13,18,32,31,21,25,26,17,30,37,40,44,28,48,33,29,38,47,66,49,65,41,54,68,24,58,70,43,42,69,34,35,92,62,63,45,39,50,72,46,59,98,99,36,74,78,55,71,73,94,60,57,90,91,82,95,51,79,75,85,52,53,80,61,56,93,96,67,76,87,64,89,97,77,88,81,86,84,83
3,4,0,1,5,9,6,7,8,10,2,21,20,19,12,41,15,16,14,17,23,22,13,24,11,28,29,30,18,57,32,71,72,36,37,33,27,34,35,26,59,38,44,66,67,54,80,31,77,78,48,70,47,25,53,39,40,60,61,42,55,45,69,68,43,46,65,64,63,52,51,50,97,81,92,89,90,82,73,74,76,94,93,95,56,79,58,98,84,85,86,83,75,87,88,49,99,62,96,91
1,16,0,11,8,3,33,5,22,55,7,13,2,59,14,6,19,4,27,15,10,37,68,9,25,53,81,26,71,28,24,17,34,58,31,51,12,18,48,30,43,87,94,20,23,74,99,64,50,29,73,41,92,77,40,21,63,44,35,84,83,85,52,65,75,91,66,95,61,56,57,36,60,80,32,47,46,72,38,96,78,97,49,70,39,88,89,45,93,54,82,42,62,76,90,67,79,86,69,98
0,1,4,3,2,5,10,8,9,7,6,12,11,22,15,13,16,26,19,20,18,24,23,14,33,17,21,27,30,60,36,62,29,39,25,44,45,50,41,77,34,43,61,46,56,31,40,38,47,48,68,32,28,58,57,51,75,35,54,65,37,53,52,69,94,93,97,42,80,92,55,71,79,49,90,86,63,64,82,78,96,73,98,99,66,59,89,67,72,88,76,70,74,95,91,83,81,84,85,87
